system:index,Lat,Long,Z,.geo
00000000000000001cc5,-25.592,-48.286,-8.8956849,"{""type"":""Point"",""coordinates"":[-48.286423645986254,-25.591860048180834]}"
00000000000000001cc6,-25.592,-48.294,-9.58842,"{""type"":""Point"",""coordinates"":[-48.29400411777712,-25.591860048180834]}"
00000000000000001cc7,-25.592,-48.291,-8.949242,"{""type"":""Point"",""coordinates"":[-48.291475807479806,-25.591860048180834]}"
00000000000000001cc8,-25.592,-48.279,-10.071518,"{""type"":""Point"",""coordinates"":[-48.2788431741954,-25.591860048180834]}"
00000000000000001cc9,-25.592,-48.276,-10.674537,"{""type"":""Point"",""coordinates"":[-48.2763148638981,-25.591860048180834]}"
00000000000000001ccb,-25.592,-48.284,-7.4266085,"{""type"":""Point"",""coordinates"":[-48.28389533568894,-25.591860048180834]}"
00000000000000001ccc,-25.592,-48.281,-9.7015372,"{""type"":""Point"",""coordinates"":[-48.28136702539164,-25.591860048180834]}"
00000000000000001ccd,-25.592,-48.35,-10.455949,"{""type"":""Point"",""coordinates"":[-48.34958681240831,-25.591860048180834]}"
00000000000000001ccf,-25.592,-48.347,-10.558983,"{""type"":""Point"",""coordinates"":[-48.34706296121206,-25.591860048180834]}"
00000000000000001cd1,-25.592,-48.355,-10.270128,"{""type"":""Point"",""coordinates"":[-48.35464343300292,-25.591860048180834]}"
00000000000000001cd3,-25.592,-48.352,-10.359895,"{""type"":""Point"",""coordinates"":[-48.35211512270561,-25.591860048180834]}"
00000000000000001cd5,-25.592,-48.339,-10.924886,"{""type"":""Point"",""coordinates"":[-48.33948248942121,-25.591860048180834]}"
00000000000000001cd7,-25.592,-48.337,-11.071455,"{""type"":""Point"",""coordinates"":[-48.3369541791239,-25.591860048180834]}"
00000000000000001cd9,-25.592,-48.345,-10.670323,"{""type"":""Point"",""coordinates"":[-48.34453465091476,-25.591860048180834]}"
00000000000000001cdb,-25.592,-48.342,-10.79169,"{""type"":""Point"",""coordinates"":[-48.34201079971851,-25.59186004818083]}"
00000000000000001cdd,-25.592,-48.329,-11.594083,"{""type"":""Point"",""coordinates"":[-48.32937370733305,-25.591860048180834]}"
00000000000000001cde,-25.592,-48.327,-11.790598,"{""type"":""Point"",""coordinates"":[-48.326849856136796,-25.591860048180834]}"
00000000000000001cdf,-25.592,-48.334,-11.232271,"{""type"":""Point"",""coordinates"":[-48.33443032792765,-25.591860048180834]}"
00000000000000001ce1,-25.592,-48.332,-11.407064,"{""type"":""Point"",""coordinates"":[-48.33190201763035,-25.591860048180834]}"
00000000000000001ce2,-25.592,-48.319,-12.432855,"{""type"":""Point"",""coordinates"":[-48.31926938434594,-25.591860048180834]}"
00000000000000001ce3,-25.592,-48.317,-12.623282,"{""type"":""Point"",""coordinates"":[-48.31674107404863,-25.59186004818083]}"
00000000000000001ce4,-25.592,-48.324,-11.995214,"{""type"":""Point"",""coordinates"":[-48.32432154583949,-25.591860048180834]}"
00000000000000001ce5,-25.592,-48.322,-12.210379,"{""type"":""Point"",""coordinates"":[-48.32179323554219,-25.591860048180834]}"
00000000000000001c54,-25.589,-48.145,-16.792009,"{""type"":""Point"",""coordinates"":[-48.14492745135831,-25.589354033388794]}"
00000000000000001c55,-25.589,-48.15,-17.28837,"{""type"":""Point"",""coordinates"":[-48.149984071952915,-25.589354033388794]}"
00000000000000001c56,-25.589,-48.147,-16.708297,"{""type"":""Point"",""coordinates"":[-48.14745576165562,-25.589354033388794]}"
00000000000000001c57,-25.589,-48.185,-17.960499,"{""type"":""Point"",""coordinates"":[-48.18535366150885,-25.58935403338879]}"
00000000000000001c58,-25.589,-48.183,-16.644811,"{""type"":""Point"",""coordinates"":[-48.1828298103126,-25.589354033388794]}"
00000000000000001c59,-25.589,-48.19,-16.677119,"{""type"":""Point"",""coordinates"":[-48.19041028210346,-25.58935403338879]}"
00000000000000001c5a,-25.589,-48.188,-16.700204,"{""type"":""Point"",""coordinates"":[-48.187881971806156,-25.58935403338879]}"
00000000000000001c5b,-25.589,-48.175,-16.834229,"{""type"":""Point"",""coordinates"":[-48.17524933852174,-25.58935403338879]}"
00000000000000001c5c,-25.589,-48.173,-16.444249,"{""type"":""Point"",""coordinates"":[-48.172721028224444,-25.589354033388794]}"
00000000000000001c5d,-25.589,-48.18,-16.462747,"{""type"":""Point"",""coordinates"":[-48.1803015000153,-25.58935403338879]}"
00000000000000001c5e,-25.589,-48.178,-16.589877,"{""type"":""Point"",""coordinates"":[-48.177777648819045,-25.589354033388794]}"
00000000000000001c5f,-25.589,-48.165,-16.997837,"{""type"":""Point"",""coordinates"":[-48.16514055643357,-25.58935403338879]}"
00000000000000001c60,-25.589,-48.163,-16.864462,"{""type"":""Point"",""coordinates"":[-48.16261670523732,-25.589354033388794]}"
00000000000000001c61,-25.589,-48.17,-16.380277,"{""type"":""Point"",""coordinates"":[-48.170197177028186,-25.589354033388794]}"
00000000000000001c62,-25.589,-48.168,-16.501877,"{""type"":""Point"",""coordinates"":[-48.16766886673088,-25.58935403338879]}"
00000000000000001c63,-25.589,-48.155,-17.454112,"{""type"":""Point"",""coordinates"":[-48.155036233446474,-25.589354033388794]}"
00000000000000001c64,-25.589,-48.153,-18.753004,"{""type"":""Point"",""coordinates"":[-48.152507923149166,-25.589354033388794]}"
00000000000000001c65,-25.589,-48.16,-16.963282,"{""type"":""Point"",""coordinates"":[-48.16008839494003,-25.58935403338879]}"
00000000000000001c66,-25.589,-48.158,-17.047508,"{""type"":""Point"",""coordinates"":[-48.15756008464272,-25.589354033388794]}"
00000000000000002597,-25.589,-48.307,-12.493478,"{""type"":""Point"",""coordinates"":[-48.30663675106152,-25.589354033388794]}"
00000000000000002598,-25.589,-48.304,-11.012624,"{""type"":""Point"",""coordinates"":[-48.30410844076422,-25.589354033388794]}"
00000000000000002599,-25.589,-48.312,-13.436184,"{""type"":""Point"",""coordinates"":[-48.31168891255508,-25.589354033388794]}"
0000000000000000259a,-25.589,-48.309,-13.304012,"{""type"":""Point"",""coordinates"":[-48.309160602257776,-25.58935403338879]}"
0000000000000000259b,-25.589,-48.297,-9.7716791,"{""type"":""Point"",""coordinates"":[-48.296527968973365,-25.589354033388794]}"
0000000000000000259c,-25.589,-48.294,-8.9258548,"{""type"":""Point"",""coordinates"":[-48.29400411777711,-25.589354033388794]}"
0000000000000000259d,-25.589,-48.302,-10.629014,"{""type"":""Point"",""coordinates"":[-48.30158013046692,-25.58935403338879]}"
0000000000000000259e,-25.589,-48.299,-10.218496,"{""type"":""Point"",""coordinates"":[-48.299056279270665,-25.58935403338879]}"
0000000000000000259f,-25.589,-48.286,-7.9070803,"{""type"":""Point"",""coordinates"":[-48.286423645986254,-25.589354033388794]}"
000000000000000025a0,-25.589,-48.284,-8.8544357,"{""type"":""Point"",""coordinates"":[-48.28389533568894,-25.589354033388794]}"
000000000000000025a1,-25.589,-48.291,-6.5357193,"{""type"":""Point"",""coordinates"":[-48.2914758074798,-25.589354033388794]}"
000000000000000025a2,-25.589,-48.289,-7.8535174,"{""type"":""Point"",""coordinates"":[-48.288947497182505,-25.589354033388794]}"
000000000000000025a3,-25.589,-48.276,-10.307438,"{""type"":""Point"",""coordinates"":[-48.2763148638981,-25.58935403338879]}"
000000000000000025a4,-25.589,-48.274,-10.715378,"{""type"":""Point"",""coordinates"":[-48.27379101270184,-25.589354033388794]}"
000000000000000025a5,-25.589,-48.281,-9.4770968,"{""type"":""Point"",""coordinates"":[-48.28136702539164,-25.589354033388794]}"
000000000000000025a6,-25.589,-48.279,-9.4356633,"{""type"":""Point"",""coordinates"":[-48.2788431741954,-25.589354033388794]}"
000000000000000025a7,-25.589,-48.347,-10.520917,"{""type"":""Point"",""coordinates"":[-48.34706296121206,-25.589354033388794]}"
000000000000000025a8,-25.589,-48.345,-10.636609,"{""type"":""Point"",""coordinates"":[-48.34453465091476,-25.589354033388794]}"
000000000000000025a9,-25.589,-48.352,-10.32376,"{""type"":""Point"",""coordinates"":[-48.35211512270562,-25.58935403338879]}"
000000000000000025aa,-25.589,-48.35,-10.417451,"{""type"":""Point"",""coordinates"":[-48.34958681240832,-25.589354033388794]}"
000000000000000025ac,-25.589,-48.337,-11.087551,"{""type"":""Point"",""coordinates"":[-48.3369541791239,-25.589354033388798]}"
000000000000000025ae,-25.589,-48.334,-11.282731,"{""type"":""Point"",""coordinates"":[-48.33443032792765,-25.589354033388794]}"
000000000000000025b0,-25.589,-48.342,-10.767472,"{""type"":""Point"",""coordinates"":[-48.34201079971851,-25.589354033388794]}"
000000000000000025b2,-25.589,-48.339,-10.916721,"{""type"":""Point"",""coordinates"":[-48.33948248942121,-25.589354033388794]}"
000000000000000025b4,-25.589,-48.327,-12.018276,"{""type"":""Point"",""coordinates"":[-48.32684985613679,-25.589354033388794]}"
000000000000000025b6,-25.589,-48.324,-12.309493,"{""type"":""Point"",""coordinates"":[-48.32432154583948,-25.589354033388794]}"
000000000000000025b8,-25.589,-48.332,-11.503819,"{""type"":""Point"",""coordinates"":[-48.33190201763035,-25.589354033388794]}"
000000000000000025ba,-25.589,-48.329,-11.750028,"{""type"":""Point"",""coordinates"":[-48.32937370733305,-25.589354033388794]}"
000000000000000025bc,-25.589,-48.317,-13.659295,"{""type"":""Point"",""coordinates"":[-48.316741074048636,-25.589354033388794]}"
000000000000000025be,-25.589,-48.314,-13.786347,"{""type"":""Point"",""coordinates"":[-48.31421722285238,-25.589354033388794]}"
000000000000000025bf,-25.589,-48.322,-12.650496,"{""type"":""Point"",""coordinates"":[-48.32179323554219,-25.589354033388794]}"
000000000000000025c1,-25.589,-48.319,-13.120447,"{""type"":""Point"",""coordinates"":[-48.31926938434594,-25.589354033388794]}"
000000000000000025c3,-25.589,-48.226,-14.68436,"{""type"":""Point"",""coordinates"":[-48.22578433076043,-25.589354033388798]}"
000000000000000025c4,-25.589,-48.223,-14.895009,"{""type"":""Point"",""coordinates"":[-48.22325602046314,-25.589354033388794]}"
000000000000000025c5,-25.589,-48.231,-14.769534,"{""type"":""Point"",""coordinates"":[-48.23083649225401,-25.589354033388794]}"
000000000000000025c6,-25.589,-48.228,-14.961211,"{""type"":""Point"",""coordinates"":[-48.2283081819567,-25.589354033388794]}"
000000000000000025c7,-25.589,-48.216,-15.626906,"{""type"":""Point"",""coordinates"":[-48.21567554867228,-25.589354033388794]}"
000000000000000025c9,-25.589,-48.213,-15.62372,"{""type"":""Point"",""coordinates"":[-48.21314723837499,-25.589354033388794]}"
000000000000000025cb,-25.589,-48.221,-15.188819,"{""type"":""Point"",""coordinates"":[-48.22072771016583,-25.589354033388794]}"
000000000000000025cd,-25.589,-48.218,-15.417699,"{""type"":""Point"",""coordinates"":[-48.21820385896959,-25.589354033388794]}"
000000000000000025cf,-25.589,-48.206,-15.702718,"{""type"":""Point"",""coordinates"":[-48.20556676658413,-25.589354033388794]}"
000000000000000025d1,-25.589,-48.203,-16.385659,"{""type"":""Point"",""coordinates"":[-48.20304291538787,-25.589354033388798]}"
000000000000000025d3,-25.589,-48.211,-16.326159,"{""type"":""Point"",""coordinates"":[-48.21062338717873,-25.589354033388794]}"
000000000000000025d5,-25.589,-48.208,-15.678396,"{""type"":""Point"",""coordinates"":[-48.20809507688143,-25.58935403338879]}"
000000000000000025d7,-25.589,-48.195,-16.769034,"{""type"":""Point"",""coordinates"":[-48.195462443597016,-25.589354033388794]}"
000000000000000025d9,-25.589,-48.193,-17.456092,"{""type"":""Point"",""coordinates"":[-48.19293413329971,-25.589354033388794]}"
000000000000000025db,-25.589,-48.201,-16.275316,"{""type"":""Point"",""coordinates"":[-48.20051460509056,-25.589354033388794]}"
000000000000000025dd,-25.589,-48.198,-16.299345,"{""type"":""Point"",""coordinates"":[-48.197990753894324,-25.58935403338879]}"
000000000000000025df,-25.589,-48.266,-10.442677,"{""type"":""Point"",""coordinates"":[-48.26621054091098,-25.58935403338879]}"
000000000000000025e0,-25.589,-48.264,-11.159414,"{""type"":""Point"",""coordinates"":[-48.26368223061368,-25.589354033388794]}"
000000000000000025e1,-25.589,-48.271,-10.876101,"{""type"":""Point"",""coordinates"":[-48.271262702404535,-25.589354033388794]}"
000000000000000025e3,-25.589,-48.269,-10.710012,"{""type"":""Point"",""coordinates"":[-48.268734392107234,-25.589354033388794]}"
000000000000000025e5,-25.589,-48.256,-10.96077,"{""type"":""Point"",""coordinates"":[-48.25610175882282,-25.589354033388794]}"
000000000000000025e7,-25.589,-48.254,-10.913528,"{""type"":""Point"",""coordinates"":[-48.253573448525515,-25.589354033388794]}"
000000000000000025e9,-25.589,-48.261,-10.787414,"{""type"":""Point"",""coordinates"":[-48.261153920316374,-25.589354033388794]}"
000000000000000025eb,-25.589,-48.259,-10.887442,"{""type"":""Point"",""coordinates"":[-48.25863006912012,-25.58935403338879]}"
000000000000000025ed,-25.589,-48.246,-12.094724,"{""type"":""Point"",""coordinates"":[-48.245997435835704,-25.589354033388794]}"
000000000000000025ef,-25.589,-48.243,-12.44574,"{""type"":""Point"",""coordinates"":[-48.24346912553842,-25.589354033388794]}"
000000000000000025f1,-25.589,-48.251,-11.409967,"{""type"":""Point"",""coordinates"":[-48.25104959732926,-25.589354033388794]}"
000000000000000025f3,-25.589,-48.249,-11.913428,"{""type"":""Point"",""coordinates"":[-48.248521287031956,-25.58935403338879]}"
000000000000000025f5,-25.589,-48.236,-13.91214,"{""type"":""Point"",""coordinates"":[-48.23588865374755,-25.589354033388798]}"
000000000000000025f7,-25.589,-48.233,-14.334384,"{""type"":""Point"",""coordinates"":[-48.233360343450244,-25.589354033388794]}"
000000000000000025f9,-25.589,-48.241,-12.767371,"{""type"":""Point"",""coordinates"":[-48.2409408152411,-25.589354033388794]}"
000000000000000025fb,-25.589,-48.238,-13.389057,"{""type"":""Point"",""coordinates"":[-48.23841696404485,-25.589354033388794]}"
00000000000000002602,-25.589,-48.491,-6.9284278,"{""type"":""Point"",""coordinates"":[-48.49108300703625,-25.589354033388794]}"
00000000000000002603,-25.589,-48.484,-6.8367813,"{""type"":""Point"",""coordinates"":[-48.48350253524541,-25.589354033388794]}"
00000000000000002604,-25.589,-48.365,-9.9533366,"{""type"":""Point"",""coordinates"":[-48.36474775599003,-25.589354033388794]}"
00000000000000002605,-25.589,-48.357,-10.158902,"{""type"":""Point"",""coordinates"":[-48.357167284199164,-25.589354033388794]}"
00000000000000002606,-25.589,-48.355,-10.237997,"{""type"":""Point"",""coordinates"":[-48.35464343300292,-25.589354033388794]}"
00000000000000002607,-25.589,-48.362,-10.017413,"{""type"":""Point"",""coordinates"":[-48.36222390479378,-25.58935403338879]}"
00000000000000002608,-25.589,-48.36,-10.085621,"{""type"":""Point"",""coordinates"":[-48.35969559449647,-25.589354033388794]}"
0000000000000000255a,-25.587,-48.223,-14.657126,"{""type"":""Point"",""coordinates"":[-48.22325602046314,-25.586848018596758]}"
0000000000000000255b,-25.587,-48.221,-15.069605,"{""type"":""Point"",""coordinates"":[-48.22072771016583,-25.586848018596758]}"
0000000000000000255c,-25.587,-48.228,-14.436752,"{""type"":""Point"",""coordinates"":[-48.2283081819567,-25.586848018596758]}"
0000000000000000255d,-25.587,-48.226,-14.427734,"{""type"":""Point"",""coordinates"":[-48.22578433076043,-25.58684801859676]}"
0000000000000000255e,-25.587,-48.213,-15.4953,"{""type"":""Point"",""coordinates"":[-48.21314723837498,-25.586848018596758]}"
0000000000000000255f,-25.587,-48.211,-15.891249,"{""type"":""Point"",""coordinates"":[-48.21062338717873,-25.58684801859676]}"
00000000000000002560,-25.587,-48.218,-16.150117,"{""type"":""Point"",""coordinates"":[-48.21820385896958,-25.58684801859676]}"
00000000000000002561,-25.587,-48.216,-15.778978,"{""type"":""Point"",""coordinates"":[-48.21567554867228,-25.586848018596758]}"
00000000000000002562,-25.587,-48.203,-16.557775,"{""type"":""Point"",""coordinates"":[-48.20304291538787,-25.58684801859676]}"
00000000000000002563,-25.587,-48.201,-16.651578,"{""type"":""Point"",""coordinates"":[-48.200514605090554,-25.586848018596758]}"
00000000000000002564,-25.587,-48.208,-15.898246,"{""type"":""Point"",""coordinates"":[-48.20809507688143,-25.586848018596758]}"
00000000000000002565,-25.587,-48.206,-16.582677,"{""type"":""Point"",""coordinates"":[-48.20556676658413,-25.586848018596758]}"
00000000000000002566,-25.587,-48.193,-17.107491,"{""type"":""Point"",""coordinates"":[-48.19293413329971,-25.586848018596758]}"
00000000000000002567,-25.587,-48.19,-16.890023,"{""type"":""Point"",""coordinates"":[-48.19041028210346,-25.58684801859675]}"
00000000000000002568,-25.587,-48.198,-17.023191,"{""type"":""Point"",""coordinates"":[-48.197990753894324,-25.586848018596758]}"
00000000000000002569,-25.587,-48.195,-17.551326,"{""type"":""Point"",""coordinates"":[-48.19546244359701,-25.586848018596758]}"
0000000000000000256a,-25.587,-48.264,-10.952084,"{""type"":""Point"",""coordinates"":[-48.26368223061368,-25.586848018596758]}"
0000000000000000256b,-25.587,-48.261,-10.978025,"{""type"":""Point"",""coordinates"":[-48.261153920316374,-25.586848018596758]}"
0000000000000000256c,-25.587,-48.269,-10.837715,"{""type"":""Point"",""coordinates"":[-48.268734392107234,-25.58684801859676]}"
0000000000000000256d,-25.587,-48.266,-10.897721,"{""type"":""Point"",""coordinates"":[-48.266210540910976,-25.586848018596758]}"
0000000000000000256e,-25.587,-48.254,-10.805042,"{""type"":""Point"",""coordinates"":[-48.253573448525515,-25.586848018596758]}"
0000000000000000256f,-25.587,-48.251,-11.079341,"{""type"":""Point"",""coordinates"":[-48.251049597329256,-25.586848018596758]}"
00000000000000002570,-25.587,-48.259,-10.891074,"{""type"":""Point"",""coordinates"":[-48.25863006912012,-25.586848018596758]}"
00000000000000002571,-25.587,-48.256,-10.562769,"{""type"":""Point"",""coordinates"":[-48.25610175882282,-25.586848018596758]}"
00000000000000002572,-25.587,-48.243,-12.123179,"{""type"":""Point"",""coordinates"":[-48.24346912553842,-25.586848018596758]}"
00000000000000002573,-25.587,-48.241,-12.567259,"{""type"":""Point"",""coordinates"":[-48.2409408152411,-25.586848018596758]}"
00000000000000002574,-25.587,-48.249,-11.537197,"{""type"":""Point"",""coordinates"":[-48.24852128703196,-25.58684801859675]}"
00000000000000002575,-25.587,-48.246,-11.622966,"{""type"":""Point"",""coordinates"":[-48.245997435835704,-25.58684801859676]}"
00000000000000002576,-25.587,-48.233,-13.831845,"{""type"":""Point"",""coordinates"":[-48.233360343450244,-25.58684801859676]}"
00000000000000002577,-25.587,-48.231,-14.250384,"{""type"":""Point"",""coordinates"":[-48.23083649225401,-25.586848018596758]}"
00000000000000002578,-25.587,-48.238,-13.001818,"{""type"":""Point"",""coordinates"":[-48.23841696404485,-25.586848018596758]}"
00000000000000002579,-25.587,-48.236,-13.671194,"{""type"":""Point"",""coordinates"":[-48.23588865374755,-25.58684801859676]}"
0000000000000000257a,-25.587,-48.147,-16.368386,"{""type"":""Point"",""coordinates"":[-48.14745576165562,-25.586848018596758]}"
0000000000000000257b,-25.587,-48.145,-16.112625,"{""type"":""Point"",""coordinates"":[-48.144927451358306,-25.586848018596758]}"
0000000000000000257f,-25.587,-48.183,-16.621271,"{""type"":""Point"",""coordinates"":[-48.18282981031259,-25.58684801859676]}"
00000000000000002581,-25.587,-48.18,-16.540706,"{""type"":""Point"",""coordinates"":[-48.1803015000153,-25.58684801859675]}"
00000000000000002583,-25.587,-48.188,-16.892413,"{""type"":""Point"",""coordinates"":[-48.187881971806156,-25.586848018596758]}"
00000000000000002585,-25.587,-48.185,-17.171141,"{""type"":""Point"",""coordinates"":[-48.18535366150885,-25.586848018596758]}"
00000000000000002587,-25.587,-48.173,-16.596492,"{""type"":""Point"",""coordinates"":[-48.17272102822444,-25.58684801859676]}"
00000000000000002589,-25.587,-48.17,-16.402937,"{""type"":""Point"",""coordinates"":[-48.170197177028186,-25.586848018596758]}"
0000000000000000258a,-25.587,-48.178,-16.68101,"{""type"":""Point"",""coordinates"":[-48.177777648819045,-25.586848018596758]}"
0000000000000000258c,-25.587,-48.175,-16.836567,"{""type"":""Point"",""coordinates"":[-48.17524933852174,-25.586848018596758]}"
0000000000000000258e,-25.587,-48.163,-16.746621,"{""type"":""Point"",""coordinates"":[-48.162616705237326,-25.58684801859675]}"
0000000000000000258f,-25.587,-48.16,-16.833539,"{""type"":""Point"",""coordinates"":[-48.16008839494003,-25.586848018596758]}"
00000000000000002590,-25.587,-48.168,-16.512338,"{""type"":""Point"",""coordinates"":[-48.16766886673088,-25.586848018596758]}"
00000000000000002591,-25.587,-48.165,-16.641322,"{""type"":""Point"",""coordinates"":[-48.16514055643357,-25.586848018596758]}"
00000000000000002592,-25.587,-48.153,-17.969893,"{""type"":""Point"",""coordinates"":[-48.152507923149166,-25.586848018596758]}"
00000000000000002593,-25.587,-48.15,-16.85947,"{""type"":""Point"",""coordinates"":[-48.149984071952915,-25.586848018596758]}"
00000000000000002594,-25.587,-48.158,-17.427869,"{""type"":""Point"",""coordinates"":[-48.15756008464272,-25.58684801859676]}"
00000000000000002596,-25.587,-48.155,-17.247382,"{""type"":""Point"",""coordinates"":[-48.155036233446474,-25.58684801859676]}"
00000000000000002670,-25.587,-48.355,-10.193482,"{""type"":""Point"",""coordinates"":[-48.35464343300292,-25.58684801859676]}"
00000000000000002672,-25.587,-48.352,-10.276085,"{""type"":""Point"",""coordinates"":[-48.35211512270562,-25.58684801859675]}"
00000000000000002674,-25.587,-48.357,-10.117868,"{""type"":""Point"",""coordinates"":[-48.35716728419917,-25.586848018596758]}"
00000000000000002681,-25.587,-48.304,-11.413959,"{""type"":""Point"",""coordinates"":[-48.304108440764224,-25.58684801859676]}"
00000000000000002682,-25.587,-48.302,-10.722774,"{""type"":""Point"",""coordinates"":[-48.30158013046692,-25.586848018596758]}"
00000000000000002683,-25.587,-48.309,-14.205028,"{""type"":""Point"",""coordinates"":[-48.30916060225777,-25.586848018596758]}"
00000000000000002684,-25.587,-48.307,-12.402601,"{""type"":""Point"",""coordinates"":[-48.306636751061525,-25.58684801859676]}"
00000000000000002685,-25.587,-48.294,-8.0294622,"{""type"":""Point"",""coordinates"":[-48.29400411777712,-25.586848018596758]}"
00000000000000002686,-25.587,-48.291,-5.554202,"{""type"":""Point"",""coordinates"":[-48.2914758074798,-25.58684801859676]}"
00000000000000002687,-25.587,-48.299,-10.179888,"{""type"":""Point"",""coordinates"":[-48.299056279270665,-25.586848018596758]}"
00000000000000002688,-25.587,-48.297,-9.4935992,"{""type"":""Point"",""coordinates"":[-48.296527968973365,-25.58684801859676]}"
00000000000000002689,-25.587,-48.284,-8.497587,"{""type"":""Point"",""coordinates"":[-48.28389533568894,-25.58684801859676]}"
0000000000000000268a,-25.587,-48.281,-9.2707276,"{""type"":""Point"",""coordinates"":[-48.281367025391646,-25.586848018596758]}"
0000000000000000268b,-25.587,-48.289,-6.8132501,"{""type"":""Point"",""coordinates"":[-48.288947497182505,-25.58684801859676]}"
0000000000000000268c,-25.587,-48.286,-8.1398215,"{""type"":""Point"",""coordinates"":[-48.286423645986254,-25.586848018596758]}"
0000000000000000268d,-25.587,-48.274,-10.333959,"{""type"":""Point"",""coordinates"":[-48.27379101270184,-25.586848018596758]}"
0000000000000000268e,-25.587,-48.271,-10.687265,"{""type"":""Point"",""coordinates"":[-48.271262702404535,-25.586848018596758]}"
00000000000000002690,-25.587,-48.279,-9.607941,"{""type"":""Point"",""coordinates"":[-48.2788431741954,-25.586848018596758]}"
00000000000000002691,-25.587,-48.276,-9.5669901,"{""type"":""Point"",""coordinates"":[-48.2763148638981,-25.58684801859675]}"
00000000000000002692,-25.587,-48.345,-10.592815,"{""type"":""Point"",""coordinates"":[-48.34453465091476,-25.586848018596758]}"
00000000000000002694,-25.587,-48.342,-10.734438,"{""type"":""Point"",""coordinates"":[-48.342010799718516,-25.586848018596758]}"
00000000000000002696,-25.587,-48.35,-10.367994,"{""type"":""Point"",""coordinates"":[-48.349586812408305,-25.586848018596758]}"
00000000000000002698,-25.587,-48.347,-10.472262,"{""type"":""Point"",""coordinates"":[-48.34706296121206,-25.586848018596758]}"
0000000000000000269a,-25.587,-48.334,-11.3428,"{""type"":""Point"",""coordinates"":[-48.33443032792765,-25.58684801859675]}"
0000000000000000269b,-25.587,-48.332,-11.627462,"{""type"":""Point"",""coordinates"":[-48.33190201763034,-25.586848018596758]}"
0000000000000000269c,-25.587,-48.339,-10.902587,"{""type"":""Point"",""coordinates"":[-48.33948248942121,-25.58684801859676]}"
0000000000000000269d,-25.587,-48.337,-11.103225,"{""type"":""Point"",""coordinates"":[-48.3369541791239,-25.586848018596758]}"
0000000000000000269e,-25.587,-48.324,-12.74239,"{""type"":""Point"",""coordinates"":[-48.32432154583948,-25.586848018596758]}"
0000000000000000269f,-25.587,-48.322,-13.220097,"{""type"":""Point"",""coordinates"":[-48.32179323554219,-25.586848018596758]}"
000000000000000026a0,-25.587,-48.329,-11.959963,"{""type"":""Point"",""coordinates"":[-48.32937370733305,-25.586848018596758]}"
000000000000000026a1,-25.587,-48.327,-12.334976,"{""type"":""Point"",""coordinates"":[-48.326849856136796,-25.58684801859676]}"
000000000000000026a2,-25.587,-48.314,-14.960453,"{""type"":""Point"",""coordinates"":[-48.314217222852385,-25.58684801859676]}"
000000000000000026a4,-25.587,-48.312,-14.047117,"{""type"":""Point"",""coordinates"":[-48.31168891255508,-25.586848018596758]}"
000000000000000026a5,-25.587,-48.319,-14.155857,"{""type"":""Point"",""coordinates"":[-48.31926938434593,-25.586848018596758]}"
000000000000000026a7,-25.587,-48.317,-17.825795,"{""type"":""Point"",""coordinates"":[-48.316741074048636,-25.586848018596758]}"
0000000000000000248a,-25.584,-48.481,-6.3899793,"{""type"":""Point"",""coordinates"":[-48.4809742249481,-25.584342003804718]}"
0000000000000000248b,-25.584,-48.478,-6.3944627,"{""type"":""Point"",""coordinates"":[-48.478450373751855,-25.584342003804718]}"
0000000000000000248c,-25.584,-48.352,-10.217199,"{""type"":""Point"",""coordinates"":[-48.35211512270562,-25.584342003804714]}"
0000000000000000248d,-25.584,-48.35,-10.306146,"{""type"":""Point"",""coordinates"":[-48.34958681240831,-25.584342003804714]}"
00000000000000002609,-25.584,-48.145,-16.186094,"{""type"":""Point"",""coordinates"":[-48.14492745135831,-25.584342003804718]}"
0000000000000000260a,-25.584,-48.18,-16.355454,"{""type"":""Point"",""coordinates"":[-48.1803015000153,-25.584342003804714]}"
0000000000000000260b,-25.584,-48.178,-16.396432,"{""type"":""Point"",""coordinates"":[-48.17777764881904,-25.584342003804718]}"
0000000000000000260c,-25.584,-48.185,-16.695678,"{""type"":""Point"",""coordinates"":[-48.18535366150885,-25.584342003804714]}"
0000000000000000260d,-25.584,-48.183,-16.688577,"{""type"":""Point"",""coordinates"":[-48.1828298103126,-25.584342003804718]}"
0000000000000000260e,-25.584,-48.17,-16.181766,"{""type"":""Point"",""coordinates"":[-48.170197177028186,-25.584342003804714]}"
0000000000000000260f,-25.584,-48.168,-16.488354,"{""type"":""Point"",""coordinates"":[-48.16766886673088,-25.584342003804714]}"
00000000000000002610,-25.584,-48.175,-16.483191,"{""type"":""Point"",""coordinates"":[-48.17524933852174,-25.584342003804714]}"
00000000000000002611,-25.584,-48.173,-15.924644,"{""type"":""Point"",""coordinates"":[-48.17272102822444,-25.584342003804714]}"
00000000000000002612,-25.584,-48.16,-16.819418,"{""type"":""Point"",""coordinates"":[-48.160088394940026,-25.584342003804714]}"
00000000000000002613,-25.584,-48.158,-17.256683,"{""type"":""Point"",""coordinates"":[-48.15756008464272,-25.584342003804718]}"
00000000000000002614,-25.584,-48.165,-16.530824,"{""type"":""Point"",""coordinates"":[-48.16514055643358,-25.584342003804718]}"
00000000000000002615,-25.584,-48.163,-16.708321,"{""type"":""Point"",""coordinates"":[-48.162616705237326,-25.584342003804714]}"
